d2,0.873263185,0.76258859
0.7943282,,
0.7943282,,
0.70794576,,
0.7943282,,
0.70794576,,
3.5481339,,
0.7943282,,
0.7943282,,
0.70794576,,
0.7943282,,
0.7943282,,
0.8912509,,
0.8912509,,
0.8912509,,
0.7943282,,
2.818383,,
0.8912509,,
0.8912509,,
1.7782794,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1.2589254,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1.2589254,,
1,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
1,,
0.8912509,,
1.2589254,,
1,,
1,,
1,,
1,,
1.2589254,,
5.623413,,
5.623413,,
1,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
1.2589254,,
1,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
1.2589254,,
0.8912509,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
1.2589254,,
1.2589254,,
1,,
0.8912509,,
1,,
0.8912509,,
1.2589254,,
1,,
0.8912509,,
1,,
1,,
1,,
6.3095737,,
8.912509,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
1.2589254,,
1,,
0.8912509,,
1,,
1,,
0.8912509,,
1,,
1.2589254,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1.1220185,,
1.1220185,,
1.1220185,,
1.1220185,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
2.5118864,,
1,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
4.466836,,
1.4125376,,
0.8912509,,
1.4125376,,
1.4125376,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
6.3095737,,
1,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1.4125376,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
0.7943282,,
0.8912509,,
1.4125376,,
1,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
0.8912509,,
2.2387211,,
1,,
1.4125376,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1.4125376,,
7.943282,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1.1220185,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
2.5118864,,
1,,
1,,
1.2589254,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
0.8912509,,
1.4125376,,
0.8912509,,
5.623413,,
7.0794578,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
1.1220185,,
1.4125376,,
1,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
1.1220185,,
0.8912509,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
1.4125376,,
1.4125376,,
1,,
1,,
1,,
1,,
7.0794578,,
7.943282,,
1,,
1,,
1,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
1,,
1,,
1.2589254,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
1,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
1,,
0.8912509,,
1.4125376,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
1.4125376,,
0.8912509,,
0.8912509,,
1,,
1,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
1,,
0.8912509,,
1.4125376,,
0.8912509,,
1,,
0.8912509,,
0.8912509,,
1.4125376,,
0.8912509,,
1,,
1,,
0.8912509,,
1,,
1,,
1,,
1,,
