accel_x,accel_y,accel_z,
-6.878539E-4,-0.0013625303,0.14697902,
-0.0018179258,-0.0015629034,0.14672995,
-0.0023524328,-0.002213098,0.14698511,
-0.0017486862,-0.0019726753,0.14777197,
-0.0019068955,-0.0014800634,0.14711675,
-0.0017528418,-0.0016620504,0.14692822,
-6.1994E-4,-0.001252661,0.1463949,
-0.0012632208,-0.0016230191,0.14600469,
-0.0017050062,-6.470198E-4,0.14680193,
-7.6094875E-4,-0.0015811101,0.14604044,
-3.379234E-4,-0.001253756,0.14510907,
1.417012E-4,-8.0169435E-4,0.14604004,
5.144561E-4,-0.0014776387,0.14628172,
-4.1282084E-4,-0.0013308572,0.14664918,
-6.81811E-4,-0.0018817158,0.14811446,
-1.3720291E-4,-0.0020334974,0.14734773,
-6.4181816E-4,-9.119315E-4,0.14631689,
9.4593177E-4,-0.0011269646,0.1468325,
6.674873E-4,-0.0010759754,0.14718243,
5.594464E-4,-2.0585721E-5,0.14568941,
3.1289412E-4,6.9987634E-4,0.1467715,
-0.0010812217,-5.9341546E-6,0.14621086,
-0.0015129843,4.3671113E-4,0.1450446,
-4.4531515E-4,-7.323078E-4,0.14582357,
-7.977877E-4,-4.7551887E-4,0.14591655,
-0.0011618268,-0.0015658272,0.14644018,
-0.0010833638,-0.0017157039,0.14674528,
-2.852329E-4,-0.0022430897,0.14683524,
-0.0010676365,-0.0026485156,0.1465916,
-9.455173E-4,-0.0037601304,0.14515896,
-4.8909755E-4,-0.0031214913,0.14654996,
