device_mac,rssi_mon1,rssi_mon2,rssi_mon3,timestamp
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-43,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287245
b0:47:bf:92:74:97,-41,-41,-45,1551287248
b0:47:bf:92:74:97,-41,-41,-45,1551287260
b0:47:bf:92:74:97,-41,-43,-43,1551287260
b0:47:bf:92:74:97,-41,-43,-45,1551287260
b0:47:bf:92:74:97,-41,-41,-45,1551287266
b0:47:bf:92:74:97,-41,-41,-45,1551287266
b0:47:bf:92:74:97,-41,-41,-45,1551287266
b0:47:bf:92:74:97,-41,-41,-45,1551287266
b0:47:bf:92:74:97,-41,-43,-45,1551287266
b0:47:bf:92:74:97,-41,-41,-45,1551287266
b0:47:bf:92:74:97,-41,-41,-45,1551287266
b0:47:bf:92:74:97,-41,-43,-45,1551287266
b0:47:bf:92:74:97,-41,-41,-45,1551287266
b0:47:bf:92:74:97,-41,-41,-45,1551287266
b0:47:bf:92:74:97,-41,-43,-45,1551287266
b0:47:bf:92:74:97,-57,-43,-45,1551287276
b0:47:bf:92:74:97,-43,-41,-45,1551287285
b0:47:bf:92:74:97,-43,-41,-45,1551287285
b0:47:bf:92:74:97,-41,-41,-45,1551287288
b0:47:bf:92:74:97,-41,-41,-45,1551287288
b0:47:bf:92:74:97,-41,-43,-45,1551287288
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-45,-49,1551287327
b0:47:bf:92:74:97,-47,-43,-49,1551287330
b0:47:bf:92:74:97,-47,-45,-49,1551287336
b0:47:bf:92:74:97,-47,-45,-49,1551287349
b0:47:bf:92:74:97,-51,-45,-49,1551287349
b0:47:bf:92:74:97,-51,-45,-47,1551287349
b0:47:bf:92:74:97,-47,-45,-49,1551287364
b0:47:bf:92:74:97,-47,-45,-49,1551287364
b0:47:bf:92:74:97,-47,-45,-49,1551287379
b0:47:bf:92:74:97,-47,-45,-47,1551287379
b0:47:bf:92:74:97,-45,-45,-49,1551287391
b0:47:bf:92:74:97,-53,-47,-49,1551287391
b0:47:bf:92:74:97,-47,-43,-49,1551287403
b0:47:bf:92:74:97,-45,-43,-49,1551287416
b0:47:bf:92:74:97,-45,-45,-49,1551287416
b0:47:bf:92:74:97,-45,-45,-49,1551287416
b0:47:bf:92:74:97,-45,-45,-49,1551287416
b0:47:bf:92:74:97,-47,-45,-49,1551287425
b0:47:bf:92:74:97,-47,-45,-49,1551287425
b0:47:bf:92:74:97,-47,-45,-49,1551287425
b0:47:bf:92:74:97,-47,-45,-49,1551287425
b0:47:bf:92:74:97,-47,-45,-49,1551287443
b0:47:bf:92:74:97,-47,-45,-47,1551287443
b0:47:bf:92:74:97,-47,-45,-47,1551287443
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-45,-49,1551287455
b0:47:bf:92:74:97,-47,-43,-49,1551287455
b0:47:bf:92:74:97,-47,-43,-49,1551287455
b0:47:bf:92:74:97,-47,-43,-49,1551287455
b0:47:bf:92:74:97,-47,-43,-49,1551287455
b0:47:bf:92:74:97,-51,-45,-49,1551287513
b0:47:bf:92:74:97,-51,-45,-49,1551287513
b0:47:bf:92:74:97,-51,-45,-49,1551287513
b0:47:bf:92:74:97,-47,-45,-49,1551287516
b0:47:bf:92:74:97,-47,-45,-49,1551287516
b0:47:bf:92:74:97,-47,-45,-49,1551287516
b0:47:bf:92:74:97,-47,-45,-49,1551287516
b0:47:bf:92:74:97,-47,-45,-49,1551287516
b0:47:bf:92:74:97,-47,-45,-49,1551287516
b0:47:bf:92:74:97,-47,-45,-49,1551287516
b0:47:bf:92:74:97,-47,-45,-49,1551287516
b0:47:bf:92:74:97,-53,-47,-45,1551287516
b0:47:bf:92:74:97,-53,-47,-49,1551287516
b0:47:bf:92:74:97,-53,-47,-49,1551287516
b0:47:bf:92:74:97,-53,-45,-45,1551287516
b0:47:bf:92:74:97,-53,-45,-49,1551287516
b0:47:bf:92:74:97,-53,-45,-49,1551287516
b0:47:bf:92:74:97,-53,-45,-45,1551287516
b0:47:bf:92:74:97,-53,-45,-49,1551287516
b0:47:bf:92:74:97,-53,-45,-49,1551287516
b0:47:bf:92:74:97,-47,-45,-49,1551287525
b0:47:bf:92:74:97,-47,-45,-49,1551287525
b0:47:bf:92:74:97,-47,-45,-49,1551287550
b0:47:bf:92:74:97,-47,-45,-47,1551287550
b0:47:bf:92:74:97,-47,-45,-47,1551287550
b0:47:bf:92:74:97,-45,-43,-49,1551287553
b0:47:bf:92:74:97,-47,-45,-49,1551287559
b0:47:bf:92:74:97,-47,-45,-47,1551287562
b0:47:bf:92:74:97,-47,-45,-49,1551287562
b0:47:bf:92:74:97,-47,-45,-49,1551287562
b0:47:bf:92:74:97,-47,-45,-49,1551287562
b0:47:bf:92:74:97,-47,-45,-47,1551287562
b0:47:bf:92:74:97,-47,-45,-49,1551287562
b0:47:bf:92:74:97,-47,-45,-49,1551287562
b0:47:bf:92:74:97,-47,-45,-49,1551287562
b0:47:bf:92:74:97,-47,-47,-47,1551287562
b0:47:bf:92:74:97,-47,-47,-49,1551287562
b0:47:bf:92:74:97,-47,-47,-49,1551287562
b0:47:bf:92:74:97,-47,-47,-49,1551287562
b0:47:bf:92:74:97,-47,-45,-49,1551287583
b0:47:bf:92:74:97,-47,-45,-49,1551287605
b0:47:bf:92:74:97,-47,-45,-47,1551287605
b0:47:bf:92:74:97,-45,-45,-47,1551287605
b0:47:bf:92:74:97,-47,-45,-47,1551287605
b0:47:bf:92:74:97,-47,-45,-49,1551287605
b0:47:bf:92:74:97,-47,-45,-49,1551287605
b0:47:bf:92:74:97,-47,-45,-49,1551287605
b0:47:bf:92:74:97,-47,-45,-49,1551287608
b0:47:bf:92:74:97,-47,-45,-49,1551287608
b0:47:bf:92:74:97,-47,-45,-49,1551287626
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-45,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287635
b0:47:bf:92:74:97,-47,-45,-49,1551287678
b0:47:bf:92:74:97,-41,-41,-45,1551287726
b0:47:bf:92:74:97,-43,-41,-45,1551287742
b0:47:bf:92:74:97,-41,-41,-45,1551287742
b0:47:bf:92:74:97,-47,-43,-45,1551287757
b0:47:bf:92:74:97,-47,-43,-45,1551287757
b0:47:bf:92:74:97,-47,-41,-45,1551287757
b0:47:bf:92:74:97,-47,-41,-45,1551287757
b0:47:bf:92:74:97,-47,-41,-45,1551287757
b0:47:bf:92:74:97,-47,-41,-45,1551287757
b0:47:bf:92:74:97,-41,-43,-45,1551287769
b0:47:bf:92:74:97,-41,-41,-45,1551287775
b0:47:bf:92:74:97,-41,-39,-45,1551287775
b0:47:bf:92:74:97,-41,-39,-45,1551287775
b0:47:bf:92:74:97,-41,-43,-45,1551287775
b0:47:bf:92:74:97,-41,-43,-45,1551287775
b0:47:bf:92:74:97,-41,-41,-45,1551287787
b0:47:bf:92:74:97,-41,-41,-45,1551287787
b0:47:bf:92:74:97,-41,-43,-43,1551287787
b0:47:bf:92:74:97,-41,-43,-45,1551287787
b0:47:bf:92:74:97,-41,-41,-45,1551287803
b0:47:bf:92:74:97,-65,-39,-43,1551287803
b0:47:bf:92:74:97,-65,-39,-45,1551287803
b0:47:bf:92:74:97,-65,-41,-43,1551287803
b0:47:bf:92:74:97,-65,-41,-45,1551287803
b0:47:bf:92:74:97,-65,-41,-43,1551287803
b0:47:bf:92:74:97,-65,-41,-45,1551287803
b0:47:bf:92:74:97,-41,-39,-43,1551287803
b0:47:bf:92:74:97,-41,-39,-45,1551287803
b0:47:bf:92:74:97,-41,-41,-43,1551287803
b0:47:bf:92:74:97,-41,-41,-45,1551287803
b0:47:bf:92:74:97,-41,-41,-43,1551287803
b0:47:bf:92:74:97,-41,-41,-45,1551287803
b0:47:bf:92:74:97,-41,-39,-43,1551287803
b0:47:bf:92:74:97,-41,-39,-45,1551287803
b0:47:bf:92:74:97,-41,-41,-43,1551287803
b0:47:bf:92:74:97,-41,-41,-45,1551287803
b0:47:bf:92:74:97,-41,-41,-43,1551287803
b0:47:bf:92:74:97,-41,-41,-45,1551287803
b0:47:bf:92:74:97,-41,-41,-45,1551287827
b0:47:bf:92:74:97,-41,-41,-43,1551287827
b0:47:bf:92:74:97,-41,-39,-45,1551287836
b0:47:bf:92:74:97,-41,-39,-45,1551287836
b0:47:bf:92:74:97,-41,-41,-45,1551287836
b0:47:bf:92:74:97,-41,-41,-45,1551287836
b0:47:bf:92:74:97,-41,-39,-45,1551287836
b0:47:bf:92:74:97,-41,-39,-45,1551287836
b0:47:bf:92:74:97,-41,-41,-45,1551287836
b0:47:bf:92:74:97,-41,-41,-45,1551287836
b0:47:bf:92:74:97,-41,-41,-45,1551287836
b0:47:bf:92:74:97,-41,-43,-45,1551287839
b0:47:bf:92:74:97,-41,-41,-45,1551287839
b0:47:bf:92:74:97,-41,-41,-45,1551287839
b0:47:bf:92:74:97,-41,-41,-45,1551287839
b0:47:bf:92:74:97,-41,-41,-43,1551287839
b0:47:bf:92:74:97,-41,-41,-45,1551287839
b0:47:bf:92:74:97,-41,-41,-45,1551287839
b0:47:bf:92:74:97,-41,-41,-45,1551287839
b0:47:bf:92:74:97,-41,-41,-45,1551287839
b0:47:bf:92:74:97,-41,-41,-43,1551287839
b0:47:bf:92:74:97,-41,-41,-45,1551287839
b0:47:bf:92:74:97,-41,-39,-45,1551287839
b0:47:bf:92:74:97,-41,-39,-45,1551287839
b0:47:bf:92:74:97,-41,-39,-45,1551287839
b0:47:bf:92:74:97,-41,-39,-43,1551287839
b0:47:bf:92:74:97,-41,-39,-45,1551287839
b0:47:bf:92:74:97,-41,-39,-45,1551287864
b0:47:bf:92:74:97,-41,-39,-45,1551287864
b0:47:bf:92:74:97,-41,-43,-43,1551287864
b0:47:bf:92:74:97,-41,-43,-43,1551287864
b0:47:bf:92:74:97,-51,-45,-49,1551287892
b0:47:bf:92:74:97,-51,-45,-49,1551287892
b0:47:bf:92:74:97,-51,-45,-47,1551287892
b0:47:bf:92:74:97,-51,-45,-49,1551287892
b0:47:bf:92:74:97,-51,-45,-49,1551287892
b0:47:bf:92:74:97,-51,-45,-47,1551287892
b0:47:bf:92:74:97,-47,-45,-49,1551287925
b0:47:bf:92:74:97,-47,-45,-49,1551287928
b0:47:bf:92:74:97,-47,-45,-49,1551287928
b0:47:bf:92:74:97,-47,-45,-49,1551287934
b0:47:bf:92:74:97,-47,-45,-45,1551287934
b0:47:bf:92:74:97,-45,-45,-49,1551287934
b0:47:bf:92:74:97,-47,-45,-49,1551287949
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551287995
b0:47:bf:92:74:97,-47,-45,-49,1551288007
b0:47:bf:92:74:97,-47,-45,-49,1551288041
b0:47:bf:92:74:97,-51,-45,-49,1551288041
b0:47:bf:92:74:97,-51,-45,-49,1551288041
b0:47:bf:92:74:97,-51,-45,-49,1551288041
b0:47:bf:92:74:97,-51,-45,-49,1551288041
b0:47:bf:92:74:97,-47,-45,-49,1551288047
b0:47:bf:92:74:97,-47,-43,-49,1551288047
b0:47:bf:92:74:97,-47,-45,-49,1551288047
b0:47:bf:92:74:97,-51,-45,-49,1551288047
b0:47:bf:92:74:97,-47,-45,-49,1551288056
b0:47:bf:92:74:97,-45,-45,-49,1551288077
b0:47:bf:92:74:97,-45,-45,-47,1551288077
b0:47:bf:92:74:97,-45,-45,-49,1551288077
b0:47:bf:92:74:97,-45,-45,-47,1551288077
b0:47:bf:92:74:97,-45,-45,-49,1551288077
b0:47:bf:92:74:97,-45,-45,-47,1551288077
b0:47:bf:92:74:97,-45,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-45,-47,1551288077
b0:47:bf:92:74:97,-47,-45,-49,1551288077
b0:47:bf:92:74:97,-47,-39,-43,1551288132
b0:47:bf:92:74:97,-47,-39,-43,1551288132
b0:47:bf:92:74:97,-47,-41,-43,1551288132
b0:47:bf:92:74:97,-47,-41,-43,1551288132
b0:47:bf:92:74:97,-47,-41,-43,1551288132
b0:47:bf:92:74:97,-41,-39,-43,1551288144
b0:47:bf:92:74:97,-41,-39,-45,1551288144
b0:47:bf:92:74:97,-41,-41,-45,1551288166
b0:47:bf:92:74:97,-41,-41,-43,1551288166
b0:47:bf:92:74:97,-41,-41,-45,1551288166
b0:47:bf:92:74:97,-41,-41,-45,1551288166
b0:47:bf:92:74:97,-41,-41,-43,1551288166
b0:47:bf:92:74:97,-41,-41,-45,1551288166
b0:47:bf:92:74:97,-41,-41,-45,1551288166
b0:47:bf:92:74:97,-41,-41,-43,1551288166
b0:47:bf:92:74:97,-41,-41,-45,1551288166
b0:47:bf:92:74:97,-41,-45,-45,1551288166
b0:47:bf:92:74:97,-41,-45,-43,1551288166
b0:47:bf:92:74:97,-41,-45,-45,1551288166
b0:47:bf:92:74:97,-41,-41,-45,1551288175
b0:47:bf:92:74:97,-41,-41,-45,1551288175
b0:47:bf:92:74:97,-41,-41,-45,1551288175
b0:47:bf:92:74:97,-47,-41,-43,1551288175
b0:47:bf:92:74:97,-41,-39,-43,1551288196
b0:47:bf:92:74:97,-47,-45,-49,1551288791
b0:47:bf:92:74:97,-47,-45,-49,1551288791
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288794
b0:47:bf:92:74:97,-47,-45,-49,1551288797
b0:47:bf:92:74:97,-47,-45,-49,1551288800
b0:47:bf:92:74:97,-47,-45,-49,1551288800
b0:47:bf:92:74:97,-47,-45,-49,1551288806
b0:47:bf:92:74:97,-47,-45,-49,1551288806
b0:47:bf:92:74:97,-45,-45,-49,1551288806
b0:47:bf:92:74:97,-47,-45,-49,1551288815
b0:47:bf:92:74:97,-47,-45,-49,1551288815
b0:47:bf:92:74:97,-47,-45,-49,1551288818
b0:47:bf:92:74:97,-47,-45,-49,1551288818
b0:47:bf:92:74:97,-47,-45,-49,1551288821
b0:47:bf:92:74:97,-47,-45,-49,1551288821
b0:47:bf:92:74:97,-47,-45,-49,1551288821
b0:47:bf:92:74:97,-47,-45,-49,1551288821
b0:47:bf:92:74:97,-45,-45,-49,1551288824
b0:47:bf:92:74:97,-47,-45,-49,1551288824
b0:47:bf:92:74:97,-45,-45,-49,1551288827
b0:47:bf:92:74:97,-45,-45,-49,1551288827
b0:47:bf:92:74:97,-45,-47,-49,1551288827
b0:47:bf:92:74:97,-45,-47,-49,1551288827
b0:47:bf:92:74:97,-47,-45,-49,1551288827
b0:47:bf:92:74:97,-47,-45,-49,1551288827
b0:47:bf:92:74:97,-47,-47,-49,1551288827
b0:47:bf:92:74:97,-47,-47,-49,1551288827
b0:47:bf:92:74:97,-47,-45,-49,1551288827
b0:47:bf:92:74:97,-47,-45,-49,1551288827
b0:47:bf:92:74:97,-47,-45,-49,1551288827
b0:47:bf:92:74:97,-47,-45,-49,1551288827
b0:47:bf:92:74:97,-47,-47,-49,1551288830
b0:47:bf:92:74:97,-47,-45,-47,1551288830
b0:47:bf:92:74:97,-47,-45,-49,1551288833
b0:47:bf:92:74:97,-47,-45,-47,1551288833
b0:47:bf:92:74:97,-47,-45,-49,1551288833
b0:47:bf:92:74:97,-47,-45,-49,1551288836
b0:47:bf:92:74:97,-45,-45,-49,1551288836
b0:47:bf:92:74:97,-45,-45,-49,1551288840
b0:47:bf:92:74:97,-45,-45,-49,1551288840
b0:47:bf:92:74:97,-47,-45,-49,1551288840
b0:47:bf:92:74:97,-45,-45,-49,1551288843
b0:47:bf:92:74:97,-45,-45,-49,1551288843
b0:47:bf:92:74:97,-45,-45,-49,1551288843
b0:47:bf:92:74:97,-45,-45,-49,1551288843
b0:47:bf:92:74:97,-47,-41,-43,1551288852
b0:47:bf:92:74:97,-47,-41,-45,1551288852
b0:47:bf:92:74:97,-47,-41,-43,1551288852
b0:47:bf:92:74:97,-47,-41,-45,1551288852
b0:47:bf:92:74:97,-47,-39,-43,1551288852
b0:47:bf:92:74:97,-47,-39,-45,1551288852
b0:47:bf:92:74:97,-41,-41,-45,1551288858
b0:47:bf:92:74:97,-41,-39,-45,1551288858
b0:47:bf:92:74:97,-71,-39,-45,1551288858
b0:47:bf:92:74:97,-41,-41,-45,1551288873
b0:47:bf:92:74:97,-41,-39,-45,1551288873
b0:47:bf:92:74:97,-59,-39,-45,1551288873
b0:47:bf:92:74:97,-59,-39,-45,1551288873
b0:47:bf:92:74:97,-59,-39,-45,1551288873
b0:47:bf:92:74:97,-59,-41,-45,1551288873
b0:47:bf:92:74:97,-59,-41,-45,1551288873
b0:47:bf:92:74:97,-59,-41,-45,1551288873
b0:47:bf:92:74:97,-59,-41,-45,1551288873
b0:47:bf:92:74:97,-59,-41,-45,1551288873
b0:47:bf:92:74:97,-59,-41,-45,1551288873
b0:47:bf:92:74:97,-41,-41,-45,1551288876
b0:47:bf:92:74:97,-41,-41,-45,1551288876
b0:47:bf:92:74:97,-41,-39,-45,1551288876
b0:47:bf:92:74:97,-41,-39,-45,1551288876
b0:47:bf:92:74:97,-41,-39,-45,1551288876
b0:47:bf:92:74:97,-41,-39,-45,1551288879
b0:47:bf:92:74:97,-67,-41,-43,1551288879
b0:47:bf:92:74:97,-41,-39,-45,1551288879
b0:47:bf:92:74:97,-41,-39,-45,1551288882
b0:47:bf:92:74:97,-41,-41,-43,1551288888
b0:47:bf:92:74:97,-41,-41,-45,1551288888
b0:47:bf:92:74:97,-41,-39,-43,1551288888
b0:47:bf:92:74:97,-41,-39,-45,1551288888
b0:47:bf:92:74:97,-41,-41,-45,1551288888
b0:47:bf:92:74:97,-41,-41,-41,1551288888
b0:47:bf:92:74:97,-41,-41,-45,1551288888
b0:47:bf:92:74:97,-41,-43,-45,1551288888
b0:47:bf:92:74:97,-41,-43,-41,1551288888
b0:47:bf:92:74:97,-41,-43,-45,1551288888
b0:47:bf:92:74:97,-41,-39,-45,1551288888
b0:47:bf:92:74:97,-41,-39,-41,1551288888
b0:47:bf:92:74:97,-41,-39,-45,1551288888
b0:47:bf:92:74:97,-41,-41,-45,1551288891
b0:47:bf:92:74:97,-41,-39,-45,1551288891
b0:47:bf:92:74:97,-41,-39,-45,1551288891
b0:47:bf:92:74:97,-41,-41,-43,1551288891
b0:47:bf:92:74:97,-41,-41,-45,1551288894
b0:47:bf:92:74:97,-41,-41,-45,1551288894
b0:47:bf:92:74:97,-41,-39,-45,1551288894
b0:47:bf:92:74:97,-41,-39,-45,1551288894
b0:47:bf:92:74:97,-41,-41,-43,1551288894
b0:47:bf:92:74:97,-41,-39,-45,1551288897
b0:47:bf:92:74:97,-41,-39,-45,1551288897
b0:47:bf:92:74:97,-41,-41,-45,1551288897
b0:47:bf:92:74:97,-41,-41,-45,1551288897
b0:47:bf:92:74:97,-41,-41,-43,1551288897
b0:47:bf:92:74:97,-41,-41,-45,1551288897
b0:47:bf:92:74:97,-41,-39,-45,1551288907
b0:47:bf:92:74:97,-41,-41,-45,1551288907
b0:47:bf:92:74:97,-59,-41,-45,1551288907
