d3,2.109934589,0.539402265,0.290954804
1.9952623,,,
1.9952623,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.7782794,,,
1.9952623,,,
1.7782794,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1.7782794,,,
2.2387211,,,
1.7782794,,,
1.9952623,,,
1.9952623,,,
1.5848932,,,
1.5848932,,,
1.5848932,,,
1.9952623,,,
1.5848932,,,
1.5848932,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
1.7782794,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.7782794,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.7782794,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.7782794,,,
2.2387211,,,
1.7782794,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
1.7782794,,,
5.0118723,,,
5.0118723,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
1.5848932,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
1.7782794,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.7782794,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
2.2387211,,,
5.623413,,,
6.3095737,,,
1.4125376,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
1.7782794,,,
1.9952623,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
1.5848932,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
1.9952623,,,
1.9952623,,,
2.2387211,,,
