device_mac,rssi_mon1,rssi_mon2,rssi_mon3,
b0:47:bf:92:74:97,-40.793217,
b0:47:bf:92:74:97,-64.04827,
b0:47:bf:92:74:97,-58.28043,
b0:47:bf:92:74:97,-54.92155,
b0:47:bf:92:74:97,-54.434704,
b0:47:bf:92:74:97,-52.006786,
b0:47:bf:92:74:97,-50.171326,
b0:47:bf:92:74:97,-47.95739,
b0:47:bf:92:74:97,-45.84228,
b0:47:bf:92:74:97,-44.706455,
b0:47:bf:92:74:97,-43.286465,
b0:47:bf:92:74:97,-42.443832,
b0:47:bf:92:74:97,-41.350086,
b0:47:bf:92:74:97,-40.014713,
b0:47:bf:92:74:97,-38.86768,
b0:47:bf:92:74:97,-37.91958,
b0:47:bf:92:74:97,-37.172127,
b0:47:bf:92:74:97,-37.85694,
b0:47:bf:92:74:97,-38.28225,
b0:47:bf:92:74:97,-37.988773,
b0:47:bf:92:74:97,-37.782726,
b0:47:bf:92:74:97,-42.188736,
b0:47:bf:92:74:97,-42.0287,
b0:47:bf:92:74:97,-41.78182,
b0:47:bf:92:74:97,-41.471985,
b0:47:bf:92:74:97,-41.121433,
b0:47:bf:92:74:97,-40.750187,
b0:47:bf:92:74:97,-39.963932,
b0:47:bf:92:74:97,-39.610374,
b0:47:bf:92:74:97,-38.88168,
b0:47:bf:92:74:97,-39.028313,
b0:47:bf:92:74:97,-39.224342,
b0:47:bf:92:74:97,-39.86577,
b0:47:bf:92:74:97,-44.22209,
b0:47:bf:92:74:97,-48.88731,
b0:47:bf:92:74:97,-54.53267,
b0:47:bf:92:74:97,-60.18322,
b0:47:bf:92:74:97,-64.87763,
b0:47:bf:92:74:97,-69.76031,
b0:47:bf:92:74:97,-74.35476,
b0:47:bf:92:74:97,-77.7887,
b0:47:bf:92:74:97,-80.876595,
b0:47:bf:92:74:97,-83.22416,
b0:47:bf:92:74:97,-84.04445,
b0:47:bf:92:74:97,-83.41339,
b0:47:bf:92:74:97,-81.8603,
b0:47:bf:92:74:97,-81.170166,
b0:47:bf:92:74:97,-80.21411,
b0:47:bf:92:74:97,-79.07281,
b0:47:bf:92:74:97,-75.76201,
b0:47:bf:92:74:97,-76.15868,
b0:47:bf:92:74:97,-72.890434,
b0:47:bf:92:74:97,-70.137115,
b0:47:bf:92:74:97,-71.28389,
b0:47:bf:92:74:97,-72.191025,
b0:47:bf:92:74:97,-71.14301,
b0:47:bf:92:74:97,-70.19084,
b0:47:bf:92:74:97,-69.35416,
b0:47:bf:92:74:97,-68.23329,
b0:47:bf:92:74:97,-67.66636,
b0:47:bf:92:74:97,-67.24492,
b0:47:bf:92:74:97,-66.96032,
b0:47:bf:92:74:97,-66.800224,
b0:47:bf:92:74:97,-66.7497,
b0:47:bf:92:74:97,-66.38056,
b0:47:bf:92:74:97,-66.096794,
b0:47:bf:92:74:97,-65.89471,
